5 0.1396935200
7.5 0.0689767300
10.0 0.0296366200
12.5 0.0114201400
15.0 0.0040769300
17.5 0.0013860900
20.0 0.0004551900
22.5 0.0001481800
25.0 0.0000475200
27.5 0.0000150800
30.0 0.0000048700
