5 0.2241142950
7.5 0.1253857050
10.0 0.0597037600
12.5 0.0247331350
15.0 0.0092181600
17.5 0.0031957250
20.0 0.0010624850
22.5 0.0003451350
25.0 0.0001120850
27.5 0.0000355750
30.0 0.0000112900
